Var1,time,acc_x,acc_y,acc_z,pulse,eda
78,780,521,98.14,820.8,0.45,8.03
79,790,531.25,101.56,822.27,0.44,8.24
80,800,527.83,91.8,833.98,0.44,8.11
81,810,522.95,101.56,825.2,0.44,8.11
82,820,541.02,105.47,830.57,0.44,7.98
83,830,533.69,98.14,823.73,0.44,8.23
84,840,529.79,92.77,812.01,0.45,8.04
85,850,539.55,97.66,821.78,0.45,8.33
86,860,533.2,84.47,821.29,0.44,8.11
87,870,529.3,103.03,833.98,0.45,8.33
88,880,540.04,96.19,826.17,0.44,8.11
89,890,533.69,93.26,821.29,0.44,8.21
90,900,530.76,81.05,815.92,0.45,8.04
91,910,537.6,93.75,825.68,0.44,8.26
92,920,537.11,92.77,811.52,0.45,8.01
93,930,540.04,95.7,835.45,0.45,8.23
94,940,550.29,101.56,818.36,0.45,8.11
95,950,529.79,91.8,825.2,0.46,8.32
96,960,529.79,89.36,822.75,0.47,8.15
97,970,549.32,78.61,825.68,0.47,8.39
98,980,545.9,102.54,820.31,0.47,8.1
99,990,544.92,88.38,826.17,0.48,8.47
100,1000,541.02,94.73,821.78,0.48,8.3
101,1010,530.76,93.75,828.12,0.48,8.15
102,1020,529.3,96.19,814.94,0.48,8.11
103,1030,525.39,90.82,825.68,0.48,8.25
104,1040,527.83,100.59,818.36,0.47,8.04
105,1050,540.04,107.42,824.71,0.47,8.25
106,1060,537.6,94.73,821.29,0.47,7.98
107,1070,523.93,98.14,827.15,0.46,8.17
108,1080,542.97,96.68,827.64,0.46,8.03
109,1090,530.76,94.24,814.94,0.46,8.22
110,1100,536.13,104.49,822.75,0.45,8.17
111,1110,548.34,98.14,819.82,0.44,8.13
112,1120,546.87,91.31,821.78,0.44,8.01
113,1130,543.95,94.73,822.27,0.44,8.22
114,1140,539.06,93.26,809.57,0.43,8.09
115,1150,540.04,86.91,816.89,0.43,8.1
116,1160,536.13,89.36,822.75,0.43,8
117,1170,543.46,81.54,813.96,0.43,8.14
118,1180,541.5,89.36,825.2,0.43,7.95
119,1190,536.62,91.8,832.03,0.42,8.18
120,1200,529.79,101.07,818.36,0.42,8.12
121,1210,541.02,95.21,821.29,0.42,8.07
122,1220,544.92,99.12,824.22,0.42,7.98
123,1230,537.6,87.89,831.05,0.42,8.13
124,1240,551.27,89.84,832.03,0.42,7.89
125,1250,536.62,96.68,824.71,0.42,8.11
126,1260,529.3,80.08,819.34,0.42,7.98
127,1270,537.6,102.05,821.78,0.43,8.26
128,1280,538.57,95.21,811.04,0.43,8.11
129,1290,538.57,100.59,834.47,0.43,8.28
130,1300,541.02,101.56,821.29,0.44,7.91
131,1310,532.23,99.61,819.82,0.43,8.26
132,1320,535.64,98.63,815.43,0.43,8.2
133,1330,532.71,90.33,818.85,0.44,8.31
134,1340,545.41,113.28,828.61,0.44,8.02
135,1350,533.2,92.77,812.99,0.44,8.3
136,1360,541.02,99.12,822.75,0.44,8.13
137,1370,539.06,90.33,815.43,0.44,8.31
138,1380,547.85,110.84,825.2,0.43,8.15
139,1390,537.11,100.59,815.92,0.43,8.31
140,1400,540.53,83.01,818.36,0.43,8.11
141,1410,528.81,83.5,823.73,0.43,8.27
142,1420,539.55,109.37,832.03,0.43,8.12
143,1430,538.09,88.87,820.31,0.43,8.17
144,1440,541.99,92.77,824.71,0.43,7.92
145,1450,539.55,95.21,836.43,0.42,8.14
146,1460,531.25,97.66,822.75,0.43,8.02
147,1470,533.2,100.59,818.36,0.43,8.31
148,1480,526.37,97.17,829.59,0.42,7.97
149,1490,514.16,103.03,820.31,0.43,8.29
150,1500,537.11,94.24,825.2,0.42,7.97
151,1510,537.11,97.17,826.17,0.42,8.17
152,1520,537.11,87.89,817.38,0.43,8.07
153,1530,523.44,93.75,831.05,0.42,8.14
154,1540,536.62,92.77,819.34,0.42,8.03
155,1550,543.46,87.4,828.61,0.42,8.29
156,1560,532.23,98.63,818.85,0.42,8.14
157,1570,524.9,88.38,835.94,0.42,8.4
158,1580,520.51,95.7,820.31,0.42,8.15
159,1590,544.92,108.89,830.08,0.42,8.25
160,1600,533.2,109.86,818.36,0.43,8.11
161,1610,543.95,98.63,820.8,0.44,8.21
162,1620,540.53,87.89,826.17,0.44,8.18
163,1630,533.69,99.61,808.59,0.44,8.24
164,1640,546.39,88.38,831.54,0.45,8.11
165,1650,528.32,87.89,818.85,0.46,8.29
166,1660,521.97,89.84,829.1,0.46,8.11
167,1670,529.3,103.52,824.71,0.46,8.2
168,1680,542.48,100.59,826.66,0.47,8.2
169,1690,522.46,98.14,812.5,0.47,8.21
170,1700,539.06,94.24,822.75,0.46,8
171,1710,535.16,85.94,815.43,0.46,8.14
172,1720,550.78,92.77,822.75,0.46,7.93
173,1730,542.48,96.19,821.78,0.46,8.12
174,1740,534.18,83.5,820.8,0.45,7.91
175,1750,544.92,91.31,820.8,0.45,8.29
176,1760,537.11,98.14,827.15,0.44,7.92
177,1770,535.64,106.45,813.48,0.44,8.35
178,1780,543.95,105.96,812.99,0.43,8.11
179,1790,540.53,95.21,820.31,0.43,8.12
180,1800,538.09,92.77,822.75,0.42,7.9
181,1810,539.55,97.17,828.12,0.42,8.15
182,1820,534.67,89.84,815.92,0.41,7.99
183,1830,532.71,99.61,833.01,0.41,8.29
184,1840,549.32,101.56,823.24,0.41,8.15
185,1850,542.48,92.77,819.34,0.4,8.25
186,1860,531.25,90.33,805.18,0.41,8.03
187,1870,546.87,90.82,819.82,0.4,8.36
188,1880,534.18,89.36,821.29,0.4,8.2
189,1890,521,91.31,827.15,0.41,8.36
190,1900,528.81,104.98,818.85,0.41,8.04
191,1910,530.76,116.21,833.5,0.41,8.25
192,1920,541.99,81.54,824.22,0.41,8.11
193,1930,540.53,108.89,814.45,0.41,8.26
194,1940,547.85,104.98,817.87,0.41,7.9
195,1950,548.83,93.26,814.94,0.41,8.2
196,1960,543.95,95.7,821.78,0.42,8.11
197,1970,537.11,89.36,824.22,0.42,8.22
198,1980,546.87,89.36,818.36,0.42,7.95
199,1990,530.76,90.33,830.08,0.43,8.1
200,2000,542.48,96.19,816.41,0.43,7.99
201,2010,521.97,102.05,815.43,0.43,8.27
202,2020,549.32,104,802.25,0.43,7.99
203,2030,542.48,100.1,827.15,0.43,8.09
204,2040,527.83,86.43,828.61,0.43,8.04
205,2050,536.13,98.63,814.45,0.43,8.04
206,2060,548.83,83.98,832.52,0.43,7.78
207,2070,526.86,106.93,823.73,0.42,8.7
208,2080,536.62,105.96,821.78,0.43,8.11
209,2090,535.16,95.7,815.43,0.42,8.3
210,2100,540.53,91.8,822.27,0.42,8.12
211,2110,530.76,98.63,809.57,0.42,8.23
212,2120,530.76,102.05,832.52,0.42,8.06
213,2130,538.09,114.26,819.82,0.42,8.19
214,2140,519.53,106.45,812.5,0.42,8.01
215,2150,537.11,108.4,823.73,0.42,7.8
216,2160,541.99,104.98,829.1,0.42,8.07
217,2170,542.97,102.54,821.78,0.42,8.29
218,2180,555.66,100.1,824.71,0.42,8.14
219,2190,536.13,109.86,815.43,0.42,8.11
220,2200,538.57,91.8,810.06,0.42,8.17
221,2210,538.57,95.7,811.04,0.42,8.31
222,2220,537.11,103.52,830.57,0.42,8.06
223,2230,541.5,97.66,828.12,0.42,8.17
224,2240,536.13,100.59,834.47,0.42,7.68
225,2250,535.16,95.7,823.73,0.42,8.2
226,2260,537.11,92.77,827.15,0.42,7.89
227,2270,542.48,84.96,820.31,0.43,8.22
228,2280,530.76,91.8,825.2,0.43,8.16
229,2290,534.18,101.56,817.87,0.44,8.3
230,2300,550.29,102.54,827.15,0.45,8.08
231,2310,535.64,96.68,811.52,0.45,8.27
232,2320,530.27,97.66,827.64,0.46,8.08
233,2330,535.64,111.33,816.41,0.46,8.28
234,2340,536.13,97.17,817.38,0.47,8.11
235,2350,534.18,100.59,819.82,0.47,8.28
236,2360,539.55,105.47,826.66,0.47,8.22
237,2370,545.41,103.03,814.94,0.47,7.98
238,2380,542.48,98.14,819.34,0.46,8.04
239,2390,546.39,100.1,821.29,0.46,8.22
240,2400,538.09,92.77,814.94,0.45,8.03
241,2410,537.6,107.91,824.22,0.45,8.16
242,2420,538.57,93.75,825.68,0.45,7.91
243,2430,535.16,95.7,819.34,0.44,8.16
244,2440,534.67,102.05,816.41,0.43,8.11
245,2450,535.64,114.75,815.92,0.43,8.12
246,2460,535.64,92.77,812.01,0.42,8.1
247,2470,541.02,92.77,824.22,0.41,8.18
248,2480,539.55,98.63,829.59,0.41,8.11
249,2490,535.64,101.07,820.31,0.41,8.46
250,2500,540.04,110.84,813.48,0.41,8.1
251,2510,540.04,96.19,825.2,0.41,8.36
252,2520,527.83,98.14,809.57,0.41,8.03
253,2530,538.09,100.1,823.24,0.41,8.1
254,2540,541.99,113.28,823.73,0.41,8.08
255,2550,536.62,85.94,823.24,0.41,8.29
256,2560,533.69,81.05,820.31,0.41,8.07
257,2570,530.27,92.77,822.27,0.41,8.15
258,2580,542.48,94.73,813.48,0.41,7.82
259,2590,532.23,103.52,825.2,0.41,8.29
260,2600,542.48,109.86,818.85,0.41,8.09
261,2610,545.9,97.17,810.55,0.42,8.26
262,2620,534.18,77.64,818.36,0.42,8.12
263,2630,529.79,98.63,813.96,0.42,8.11
264,2640,524.9,98.63,812.99,0.43,7.99
265,2650,546.87,101.07,817.87,0.42,8.38
266,2660,532.71,103.03,821.78,0.43,7.97
267,2670,542.97,104.98,822.27,0.43,8.22
268,2680,550.78,111.82,813.48,0.43,7.81
269,2690,535.16,92.77,825.68,0.43,8.09
270,2700,536.13,94.73,816.41,0.43,8
271,2710,543.46,95.7,819.34,0.43,8.24
272,2720,542.48,100.1,814.45,0.43,7.99
273,2730,542.48,95.7,826.17,0.43,8.11
274,2740,538.09,110.84,822.27,0.43,8.11
275,2750,516.6,100.1,821.29,0.43,8.28
276,2760,542.97,96.19,827.64,0.43,8.01
277,2770,532.23,107.91,817.38,0.43,8.11
278,2780,537.6,103.52,819.82,0.42,8.11
279,2790,541.5,101.07,819.82,0.42,8.18
280,2800,546.87,92.77,811.04,0.43,8.11
281,2810,545.41,90.82,823.73,0.42,8.14
282,2820,532.71,103.52,829.59,0.42,8.09
283,2830,537.11,105.47,815.92,0.43,8.18
284,2840,534.67,102.54,822.27,0.42,7.91
285,2850,531.25,94.73,820.31,0.42,8.19
286,2860,525.88,103.52,817.38,0.43,8.07
287,2870,536.62,100.59,824.71,0.42,8.22
288,2880,533.2,86.91,812.99,0.42,7.95
289,2890,530.27,89.36,823.73,0.42,8.11
290,2900,538.57,86.43,820.8,0.42,7.91
291,2910,535.64,90.82,809.08,0.42,8.3
292,2920,537.11,107.91,817.87,0.43,7.87
293,2930,536.62,102.54,821.78,0.43,8.34
294,2940,544.92,94.24,816.89,0.43,8
295,2950,538.57,80.57,828.12,0.44,8.19
296,2960,541.5,102.54,826.17,0.45,7.9
297,2970,542.48,100.1,820.8,0.46,8.16
298,2980,535.64,101.07,816.89,0.47,8.07
299,2990,539.06,106.93,820.31,0.47,8.24
300,3000,535.16,100.1,816.89,0.48,7.83
301,3010,548.83,87.4,809.08,0.48,8.2
302,3020,541.5,87.89,816.89,0.48,7.98
303,3030,536.13,104.98,820.8,0.48,8.18
304,3040,548.83,86.43,821.29,0.48,7.98
305,3050,547.85,94.24,815.43,0.47,7.97
306,3060,548.34,99.61,820.8,0.47,8.04
307,3070,531.25,94.73,824.22,0.46,8.24
308,3080,546.39,98.14,814.94,0.45,7.98
309,3090,554.69,107.91,812.99,0.45,8.24
310,3100,537.11,82.52,820.8,0.44,8.09
311,3110,552.25,87.89,816.89,0.44,8.26
312,3120,548.83,102.54,812.5,0.43,8.02
313,3130,535.16,98.63,809.57,0.43,8.15
314,3140,541.5,100.59,812.99,0.43,8.15
315,3150,537.6,109.86,817.87,0.42,8.2
316,3160,552.25,93.75,814.94,0.42,8.02
317,3170,536.13,104.49,820.31,0.42,8.29
318,3180,548.34,101.07,819.34,0.41,8.11
319,3190,533.2,88.38,822.75,0.41,8.32
320,3200,550.78,82.03,819.82,0.41,8.01
321,3210,531.25,97.17,813.96,0.41,8.3
322,3220,545.9,99.61,813.96,0.41,8.09
323,3230,545.41,91.8,820.8,0.41,8.24
324,3240,547.85,97.66,822.27,0.41,7.97
325,3250,530.27,115.72,815.92,0.42,8.34
326,3260,546.39,99.61,816.41,0.42,8.14
327,3270,535.64,90.33,812.5,0.42,8.17
328,3280,547.85,108.4,810.55,0.42,8.17
329,3290,565.92,96.19,821.29,0.43,8.36
330,3300,557.62,98.14,808.59,0.43,8.19
331,3310,539.06,88.87,812.5,0.43,8.07
332,3320,547.85,87.4,825.2,0.44,8.18
333,3330,541.99,104.49,826.17,0.44,8.21
334,3340,538.57,105.47,835.45,0.43,7.94
335,3350,548.34,104,813.48,0.44,8.39
336,3360,550.29,103.52,813.48,0.44,8.07
337,3370,543.95,109.37,817.38,0.44,8.21
338,3380,541.02,102.54,810.06,0.44,8.1
339,3390,539.06,99.61,831.54,0.44,8.32
340,3400,530.27,96.68,812.5,0.44,8.1
341,3410,546.39,103.03,819.82,0.44,8.34
342,3420,539.06,103.52,822.75,0.44,8.24
343,3430,543.46,88.38,827.15,0.43,8.41
344,3440,553.22,98.14,815.43,0.43,8.15
345,3450,534.67,106.45,819.82,0.43,8.34
346,3460,548.34,107.91,827.15,0.43,8.2
347,3470,522.46,111.33,816.41,0.43,8.26
348,3480,541.5,92.77,825.68,0.43,8.12
349,3490,544.92,88.87,821.78,0.43,8.3
350,3500,528.32,103.03,816.89,0.42,8.12
351,3510,538.09,88.38,824.22,0.43,8.26
352,3520,548.34,95.7,816.89,0.42,8.11
353,3530,542.48,91.31,812.99,0.43,8.3
354,3540,552.73,97.17,807.62,0.43,8.18
355,3550,549.8,94.73,817.38,0.43,8.39
356,3560,527.83,89.36,813.96,0.43,8.09
357,3570,542.97,88.87,814.94,0.43,8.31
358,3580,539.55,96.19,807.13,0.44,8.22
359,3590,540.53,97.66,813.48,0.44,8.44
360,3600,542.97,104,819.34,0.45,8.24
361,3610,552.25,109.37,812.5,0.46,8.56
362,3620,548.83,101.56,822.75,0.46,8.15
363,3630,539.06,112.79,822.27,0.47,8.59
364,3640,535.64,101.07,807.62,0.48,8.25
365,3650,540.53,100.59,815.92,0.48,8.39
366,3660,548.34,90.33,822.27,0.49,8.26
367,3670,536.62,96.19,814.94,0.5,8.4
368,3680,542.97,101.56,824.71,0.49,8.37
369,3690,551.76,97.17,810.55,0.49,8.54
370,3700,546.87,92.77,816.41,0.5,8.31
371,3710,534.18,106.93,820.31,0.49,8.45
372,3720,529.3,89.84,827.15,0.48,8.36
373,3730,532.71,99.12,813.96,0.48,8.57
374,3740,528.32,99.12,822.75,0.47,8.99
375,3750,538.09,100.59,815.92,0.46,8.53
376,3760,542.97,94.24,816.89,0.46,8.28
377,3770,542.97,90.33,826.66,0.45,8.46
378,3780,559.08,110.35,815.43,0.44,8.5
379,3790,542.97,108.89,827.64,0.44,8.58
380,3800,532.71,101.56,813.48,0.43,8.2
381,3810,536.13,106.45,812.99,0.43,8.53
382,3820,542.48,96.19,814.45,0.43,8.33
383,3830,535.64,100.59,810.55,0.42,8.41
384,3840,538.09,106.45,823.73,0.42,8.39
385,3850,539.55,107.42,824.22,0.43,8.5
386,3860,551.27,88.38,816.41,0.43,8.33
387,3870,550.29,103.52,834.47,0.43,8.58
388,3880,539.06,96.68,812.99,0.43,8.44
389,3890,547.85,104,812.5,0.43,8.47
390,3900,550.78,104,814.94,0.43,8.44
391,3910,534.67,99.12,816.41,0.44,8.54
392,3920,531.25,93.26,818.85,0.44,8.32
393,3930,537.11,94.24,817.87,0.44,8.64
394,3940,555.66,91.8,822.27,0.44,8.33
395,3950,541.99,99.12,815.43,0.44,8.59
396,3960,536.13,85.94,825.2,0.44,8.45
397,3970,535.64,100.1,808.11,0.44,8.53
398,3980,538.09,91.8,816.89,0.45,8.3
399,3990,537.6,101.56,828.61,0.44,8.64
400,4000,551.27,103.52,808.59,0.44,8.26
401,4010,543.95,102.05,817.87,0.45,8.65
402,4020,544.92,92.77,819.34,0.44,8.53
403,4030,536.62,104,811.52,0.45,8.49
404,4040,556.15,104.49,825.2,0.45,8.47
405,4050,541.99,102.05,823.73,0.44,8.58
406,4060,532.71,99.61,832.03,0.44,8.33
407,4070,545.9,106.45,819.82,0.45,8.7
408,4080,546.87,92.77,816.41,0.44,8.34
409,4090,548.83,94.73,807.62,0.44,8.53
410,4100,537.6,80.08,813.96,0.44,8.54
411,4110,537.11,85.94,820.8,0.44,8.54
412,4120,542.97,97.66,809.08,0.44,8.38
413,4130,549.32,97.17,829.59,0.44,8.69
414,4140,544.43,98.14,811.52,0.43,8.4
415,4150,530.27,103.52,822.27,0.43,8.64
416,4160,557.62,111.33,816.89,0.43,8.26
417,4170,547.36,94.24,814.45,0.43,8.7
418,4180,544.92,100.1,816.89,0.43,8.4
419,4190,548.83,103.52,800.29,0.43,8.72
420,4200,537.6,90.33,807.62,0.43,8.42
421,4210,535.64,105.96,821.29,0.43,8.57
422,4220,537.6,98.63,828.12,0.44,8.49
423,4230,544.92,99.12,825.2,0.45,8.71
424,4240,534.18,104.49,814.45,0.45,8.5
425,4250,543.46,96.19,820.31,0.46,8.6
426,4260,526.37,95.21,812.99,0.47,8.58
427,4270,539.06,103.52,805.66,0.48,8.83
428,4280,541.5,90.33,809.57,0.49,8.61
429,4290,542.48,102.54,822.27,0.49,8.65
430,4300,557.13,104.49,819.34,0.5,8.58
431,4310,541.02,104.49,813.96,0.5,8.73
432,4320,547.36,117.19,814.45,0.5,8.43
433,4330,531.25,100.1,828.12,0.5,8.89
434,4340,546.87,98.14,813.48,0.49,8.64
435,4350,536.62,102.54,816.41,0.49,8.58
436,4360,538.57,96.19,812.5,0.49,8.47
437,4370,533.2,104,818.36,0.48,8.81
438,4380,539.55,89.84,813.96,0.48,8.6
439,4390,544.92,103.52,817.38,0.47,8.86
440,4400,556.64,86.91,819.82,0.46,8.83
441,4410,533.2,108.89,808.59,0.46,8.66
442,4420,549.8,92.77,814.45,0.45,8.49
443,4430,543.46,103.52,818.85,0.44,8.83
444,4440,541.99,100.59,808.59,0.44,8.51
445,4450,551.27,98.63,812.01,0.43,8.69
446,4460,525.39,91.31,822.75,0.43,8.65
447,4470,549.8,101.07,815.43,0.43,8.78
448,4480,543.46,103.52,825.2,0.42,8.66
449,4490,550.29,106.45,815.92,0.42,8.89
450,4500,544.43,106.45,825.2,0.42,8.62
451,4510,531.74,93.75,822.27,0.43,8.8
452,4520,538.57,98.63,808.11,0.43,8.55
453,4530,542.48,89.84,808.59,0.43,8.89
454,4540,554.2,97.17,815.43,0.44,8.8
455,4550,541.99,98.14,808.11,0.44,8.69
456,4560,550.78,103.52,815.43,0.44,8.6
457,4570,538.09,101.56,816.89,0.44,8.88
458,4580,541.5,98.63,827.15,0.44,8.65
459,4590,536.13,107.91,815.92,0.45,8.9
460,4600,543.95,108.4,814.94,0.45,8.77
461,4610,539.55,105.47,814.45,0.45,8.86
462,4620,540.53,99.61,812.01,0.45,8.67
463,4630,549.32,103.52,812.01,0.45,8.98
464,4640,539.06,96.68,812.99,0.45,8.78
465,4650,547.36,97.66,811.04,0.45,8.89
466,4660,539.06,102.54,815.43,0.45,8.54
467,4670,530.76,101.07,816.41,0.45,8.89
468,4680,530.27,104,822.27,0.45,8.61
469,4690,538.57,89.84,822.27,0.45,8.34
470,4700,539.06,103.52,811.52,0.44,8.75
471,4710,541.02,101.56,820.31,0.44,8.73
472,4720,546.39,102.05,828.12,0.44,8.5
473,4730,540.04,95.21,812.99,0.44,8.72
474,4740,541.99,96.19,812.5,0.43,8.59
475,4750,539.55,105.96,812.01,0.44,8.8
476,4760,536.13,97.66,815.43,0.43,8.59
477,4770,538.57,101.07,822.27,0.43,8.92
478,4780,536.62,104,820.8,0.44,8.62
479,4790,529.3,97.17,818.85,0.44,8.92
480,4800,532.23,97.66,826.66,0.43,8.53
481,4810,540.04,101.07,811.52,0.43,8.89
482,4820,541.02,102.54,812.5,0.43,8.5
483,4830,556.15,102.05,813.96,0.43,8.81
484,4840,539.06,100.1,822.75,0.43,8.69
485,4850,547.36,104,812.99,0.43,8.7
486,4860,544.43,96.68,820.8,0.43,8.55
487,4870,541.5,106.93,818.36,0.44,8.98
488,4880,528.81,113.28,818.85,0.45,8.58
489,4890,522.46,98.14,813.48,0.45,8.81
490,4900,545.9,96.19,814.94,0.46,8.5
491,4910,543.46,97.17,810.55,0.47,8.89
492,4920,539.55,88.38,813.48,0.48,8.68
493,4930,550.78,105.47,810.55,0.49,8.9
494,4940,550.29,100.59,814.45,0.5,8.63
495,4950,548.83,103.52,810.55,0.5,8.76
496,4960,544.43,108.89,819.82,0.51,8.53
497,4970,540.04,89.84,819.34,0.52,8.83
498,4980,546.39,104,811.52,0.52,8.59
499,4990,545.41,103.52,812.5,0.52,8.72
500,5000,544.43,104.98,826.66,0.52,8.69
501,5010,534.18,102.05,818.36,0.51,8.92
502,5020,561.04,88.87,823.73,0.5,8.72
503,5030,532.71,105.96,829.59,0.5,8.92
504,5040,538.57,104.98,824.22,0.49,8.85
505,5050,539.06,98.63,822.27,0.48,9.03
506,5060,552.25,94.24,819.82,0.47,8.72
507,5070,546.87,89.36,815.92,0.47,8.8
508,5080,543.95,112.79,819.34,0.45,8.78
509,5090,542.97,104,818.85,0.45,8.7
510,5100,541.02,96.19,819.82,0.45,8.76
511,5110,552.73,98.63,832.52,0.44,8.88
512,5120,531.74,103.03,817.38,0.44,9.08
513,5130,520.02,98.63,827.64,0.43,8.82
514,5140,541.02,101.07,813.96,0.43,8.59
515,5150,539.55,116.7,813.96,0.43,8.83
516,5160,540.53,99.61,816.89,0.43,8.12
517,5170,552.73,117.19,826.66,0.43,8.97
518,5180,550.29,104.49,820.31,0.43,8.77
519,5190,549.32,98.63,811.52,0.44,8.72
520,5200,552.73,110.35,826.17,0.44,8.55
521,5210,545.41,109.37,814.45,0.44,8.88
522,5220,534.18,93.75,818.36,0.45,8.68
523,5230,532.71,100.59,827.15,0.45,8.95
524,5240,548.34,91.31,817.38,0.45,8.63
525,5250,552.25,105.47,818.85,0.46,8.84
526,5260,539.55,101.56,815.43,0.46,8.65
527,5270,556.64,101.56,825.68,0.46,8.73
528,5280,534.67,109.37,823.24,0.47,8.65
529,5290,536.62,88.38,820.31,0.46,8.77
530,5300,529.79,115.23,820.8,0.46,8.54
531,5310,521.48,96.19,829.59,0.46,8.81
532,5320,542.48,102.54,819.34,0.46,8.5
533,5330,548.83,93.26,814.94,0.45,8.86
534,5340,542.97,101.56,808.59,0.46,8.66
535,5350,536.13,118.16,809.57,0.45,8.94
536,5360,548.83,101.07,818.85,0.45,8.63
537,5370,537.6,89.84,814.94,0.45,8.8
538,5380,532.23,95.7,822.27,0.45,8.46
539,5390,544.92,104,822.75,0.44,8.93
540,5400,550.78,96.19,823.73,0.44,8.76
541,5410,542.48,101.56,827.64,0.44,8.78
542,5420,545.41,99.61,810.06,0.44,8.61
543,5430,554.2,97.66,817.38,0.44,8.69
544,5440,534.67,94.73,817.38,0.44,8.49
545,5450,544.43,91.31,822.27,0.43,8.86
546,5460,540.04,98.63,835.45,0.43,8.68
547,5470,537.6,97.66,820.31,0.43,8.88
548,5480,535.64,98.14,830.57,0.43,8.69
549,5490,546.87,95.7,821.78,0.43,8.98
550,5500,559.08,97.66,808.11,0.43,8.76
551,5510,542.97,106.93,816.89,0.43,8.6
552,5520,546.87,97.66,825.68,0.43,8.58
553,5530,541.5,90.33,811.52,0.44,8.67
554,5540,555.18,100.1,816.41,0.43,8.66
555,5550,542.97,102.05,828.12,0.44,8.92
556,5560,543.95,91.8,815.43,0.44,8.47
557,5570,535.16,90.33,825.68,0.45,8.8
558,5580,543.46,99.12,829.59,0.46,8.58
559,5590,522.46,97.17,809.57,0.47,8.8
560,5600,528.32,91.8,819.82,0.48,8.72
561,5610,547.36,85.45,807.13,0.49,8.85
562,5620,535.16,98.14,810.06,0.5,8.61
