Var1,time,acc_x,acc_y,acc_z,pulse,eda
99,990,209.96,-14.16,979.98,0.45,8.83
100,1000,200.68,-1.95,963.87,0.46,8.68
101,1010,197.27,-8.79,962.89,0.48,8.84
102,1020,200.68,-10.25,975.59,0.5,8.69
103,1030,209.47,-1.46,976.56,0.52,8.87
104,1040,203.12,-8.3,972.66,0.53,8.59
105,1050,200.2,-22.46,968.75,0.55,8.76
106,1060,198.24,-19.04,972.66,0.55,8.69
107,1070,197.75,-13.67,963.87,0.56,8.9
108,1080,202.15,-16.11,976.56,0.56,8.63
109,1090,211.43,-11.23,970.21,0.56,8.89
110,1100,196.78,-9.28,963.87,0.55,8.59
111,1110,188.48,-6.35,968.75,0.54,8.89
112,1120,186.52,-22.95,982.91,0.53,8.64
113,1130,192.38,-4.39,974.12,0.52,8.86
114,1140,195.31,-15.14,979,0.51,8.62
115,1150,198.24,-12.21,973.63,0.49,8.87
116,1160,206.05,-18.07,974.12,0.48,8.65
117,1170,204.59,-17.09,977.54,0.47,8.81
118,1180,210.45,-10.74,968.26,0.46,8.56
119,1190,202.64,-14.65,973.14,0.45,8.85
120,1200,208.98,5.86,972.66,0.44,8.62
121,1210,197.27,-5.86,964.84,0.43,8.86
122,1220,195.31,-14.16,967.29,0.42,8.73
123,1230,197.75,-17.09,973.63,0.42,8.8
124,1240,197.75,-11.23,965.82,0.41,8.69
125,1250,218.26,-14.65,970.7,0.41,8.88
126,1260,203.12,-14.65,979.49,0.41,8.69
127,1270,200.68,-9.28,976.07,0.41,8.87
128,1280,201.17,-6.84,963.87,0.41,8.61
129,1290,207.52,-15.63,975.1,0.42,8.76
130,1300,199.22,-12.21,974.61,0.42,8.69
131,1310,196.78,-15.63,979,0.42,8.85
132,1320,184.08,-0.49,965.33,0.42,8.65
133,1330,199.71,-17.09,968.26,0.43,8.78
134,1340,200.2,-5.37,970.7,0.43,8.61
135,1350,204.59,-19.53,970.7,0.43,8.89
136,1360,199.22,-13.67,971.68,0.43,8.72
137,1370,205.57,-15.14,978.03,0.44,8.83
138,1380,212.4,-5.37,975.59,0.44,8.56
139,1390,187.5,-17.58,968.26,0.44,8.87
140,1400,208.98,-29.3,979.98,0.44,8.65
141,1410,211.91,0,958.5,0.44,8.9
142,1420,205.57,-19.04,973.63,0.44,8.57
143,1430,204.1,-8.79,979.49,0.44,8.89
144,1440,197.75,-8.3,973.14,0.44,8.66
145,1450,202.64,-18.07,977.05,0.43,8.86
146,1460,200.68,-6.84,967.29,0.43,8.68
147,1470,204.1,-18.07,971.19,0.43,8.92
148,1480,196.78,-9.28,960.94,0.42,8.68
149,1490,202.64,-24.9,977.54,0.42,8.89
150,1500,188.96,-5.86,968.75,0.42,8.59
151,1510,197.27,2.93,964.84,0.42,8.85
152,1520,221.68,-0.98,968.26,0.42,8.74
153,1530,203.61,2.44,979,0.42,8.86
154,1540,196.29,-10.25,967.77,0.41,8.59
155,1550,203.61,-6.35,979.49,0.41,8.73
156,1560,203.61,-21.97,967.29,0.41,8.67
157,1570,202.64,-17.09,977.05,0.41,8.89
158,1580,208.5,-18.07,971.19,0.41,8.53
159,1590,197.75,-16.11,976.56,0.41,8.86
160,1600,199.71,-14.65,971.68,0.41,8.6
161,1610,208.01,-7.81,964.36,0.41,8.81
162,1620,200.68,-0.98,982.42,0.41,8.69
163,1630,210.45,-16.11,967.29,0.42,8.69
164,1640,203.12,-16.11,965.33,0.42,8.81
165,1650,204.1,-16.11,976.07,0.42,8.79
166,1660,191.89,-13.67,967.29,0.41,8.69
167,1670,207.52,-8.3,961.43,0.41,8.97
168,1680,207.52,-19.04,968.26,0.41,8.7
169,1690,193.36,-10.25,968.26,0.41,8.62
170,1700,208.98,-4.39,974.12,0.41,8.59
171,1710,204.59,-18.55,960.45,0.41,8.86
172,1720,200.2,-10.74,979.98,0.42,8.5
173,1730,201.17,-14.65,978.03,0.43,8.8
174,1740,197.75,-11.23,973.63,0.44,8.64
175,1750,190.92,-15.63,970.7,0.45,8.89
176,1760,200.2,-7.81,976.56,0.47,8.5
177,1770,206.05,-10.25,976.56,0.48,8.87
178,1780,211.43,-3.42,969.73,0.5,8.63
179,1790,196.78,-15.14,961.43,0.52,8.89
180,1800,208.01,-19.53,975.1,0.53,8.59
181,1810,199.71,-15.14,972.17,0.55,8.87
182,1820,205.57,-21.48,968.75,0.56,8.59
183,1830,197.75,-8.79,983.89,0.56,8.69
184,1840,201.66,4.39,963.87,0.57,8.7
185,1850,214.84,-7.32,970.7,0.56,8.72
186,1860,196.78,-13.67,973.14,0.56,8.59
187,1870,197.75,-14.16,966.31,0.55,8.78
188,1880,209.96,-16.11,979.49,0.53,8.58
189,1890,208.01,-14.65,977.54,0.52,8.93
190,1900,203.12,-10.74,972.17,0.51,8.54
191,1910,195.31,-12.7,970.7,0.49,8.9
192,1920,210.94,-11.72,983.89,0.48,8.64
193,1930,190.43,-5.37,974.12,0.47,8.87
194,1940,207.52,-23.44,962.4,0.46,8.51
195,1950,200.2,-11.23,957.52,0.44,8.92
196,1960,208.98,-3.42,976.07,0.44,8.69
197,1970,199.71,-19.53,975.1,0.43,8.89
198,1980,207.52,-18.07,970.7,0.42,8.59
199,1990,208.01,-8.79,969.73,0.41,8.77
200,2000,207.52,-14.65,965.82,0.41,8.56
201,2010,208.98,-18.07,968.75,0.41,8.97
202,2020,217.29,-7.32,972.17,0.4,8.69
203,2030,204.59,-20.02,976.07,0.41,8.94
204,2040,193.85,-15.14,973.63,0.41,8.64
205,2050,202.64,-18.07,970.7,0.41,8.88
206,2060,197.75,-19.53,975.1,0.42,8.53
207,2070,201.66,-10.74,970.21,0.42,8.91
208,2080,202.64,-22.95,979.98,0.42,8.58
209,2090,201.17,-6.84,980.96,0.43,8.81
210,2100,212.4,-5.86,965.33,0.43,8.69
211,2110,207.52,-18.07,964.36,0.43,8.82
212,2120,204.59,-22.46,968.75,0.44,8.6
213,2130,205.57,-7.81,972.17,0.44,8.68
214,2140,208.5,-7.32,971.68,0.44,8.7
215,2150,202.15,-8.3,972.66,0.44,8.69
216,2160,186.04,-9.28,975.1,0.44,8.69
217,2170,204.1,-16.6,983.89,0.44,8.88
218,2180,205.08,-15.14,958.5,0.44,8.62
219,2190,187.01,-13.18,964.36,0.43,8.89
220,2200,205.08,-13.18,960.94,0.43,8.61
221,2210,189.94,-7.32,968.26,0.43,8.76
222,2220,184.57,-18.55,974.12,0.43,8.67
223,2230,198.24,-10.74,961.91,0.43,8.89
224,2240,187.99,-7.32,975.59,0.42,8.71
225,2250,191.89,0.98,969.73,0.42,8.81
226,2260,201.66,-14.16,968.26,0.42,8.61
227,2270,192.87,-20.02,962.89,0.42,8.98
228,2280,194.82,-10.74,975.1,0.42,8.58
229,2290,211.91,-2.93,972.66,0.41,8.75
230,2300,203.12,-9.28,968.75,0.41,8.65
231,2310,204.59,-17.09,965.33,0.41,8.89
232,2320,193.85,-16.11,975.1,0.41,8.59
233,2330,207.52,-16.6,978.52,0.42,8.89
234,2340,198.73,-1.46,976.07,0.41,8.76
235,2350,199.71,-8.79,974.12,0.41,8.73
236,2360,201.17,-8.79,969.73,0.41,8.71
237,2370,194.34,-7.32,958.01,0.41,8.65
238,2380,191.41,-8.79,968.75,0.41,8.7
239,2390,206.05,-20.02,970.21,0.41,8.73
240,2400,195.31,-10.74,961.43,0.41,8.78
241,2410,211.91,-9.77,972.17,0.41,8.75
242,2420,205.08,-17.09,961.91,0.41,8.85
243,2430,198.73,-13.18,971.68,0.41,8.71
244,2440,210.45,-10.74,977.54,0.41,8.77
245,2450,196.78,3.91,965.82,0.41,8.79
246,2460,207.03,-11.23,972.17,0.41,8.73
247,2470,200.2,-1.46,971.68,0.41,8.87
248,2480,192.38,-4.39,962.4,0.41,8.69
249,2490,208.98,-11.23,972.66,0.41,8.72
250,2500,202.64,-16.6,975.59,0.41,8.89
251,2510,211.91,-4.39,975.59,0.41,8.92
252,2520,201.17,-8.79,975.59,0.41,8.6
253,2530,199.22,-12.7,979.98,0.41,8.87
254,2540,186.04,0.49,977.05,0.42,8.69
255,2550,196.29,-20.51,977.54,0.43,8.86
256,2560,202.15,3.42,967.77,0.44,8.62
257,2570,199.71,-21,981.93,0.45,8.89
258,2580,203.12,-12.7,968.26,0.47,8.51
259,2590,205.57,-16.11,963.38,0.48,8.91
260,2600,195.31,-13.18,967.77,0.5,8.63
261,2610,208.01,-10.74,971.19,0.52,8.97
262,2620,205.08,-20.51,959.96,0.54,8.59
263,2630,193.36,-4.39,964.84,0.55,8.92
264,2640,203.12,-7.32,980.47,0.56,8.66
265,2650,200.2,-3.91,973.14,0.57,8.89
266,2660,194.82,0.49,978.03,0.57,8.61
267,2670,185.55,-9.28,980.47,0.57,8.89
268,2680,218.75,-7.32,984.37,0.56,8.73
269,2690,201.66,-18.07,962.89,0.55,8.9
270,2700,195.8,-7.81,969.24,0.55,8.69
271,2710,214.84,-17.09,967.77,0.53,8.92
272,2720,208.98,-19.53,986.33,0.52,8.63
273,2730,196.78,-0.98,968.26,0.51,8.87
274,2740,209.96,-9.28,960.45,0.49,9.19
275,2750,211.91,-6.35,973.14,0.48,8.97
276,2760,198.73,-8.3,975.1,0.46,8.69
277,2770,203.61,-14.65,968.26,0.45,8.94
278,2780,207.03,-12.21,972.66,0.45,8.75
279,2790,198.73,-20.51,966.8,0.43,8.92
280,2800,196.29,-21,966.31,0.43,8.82
281,2810,192.38,-19.53,980.96,0.42,8.91
282,2820,189.45,-15.63,972.17,0.41,8.69
283,2830,205.08,-16.6,981.45,0.41,8.82
284,2840,195.8,-6.84,964.84,0.41,8.78
285,2850,201.66,-19.04,973.14,0.41,8.69
286,2860,202.15,-12.7,976.56,0.41,8.8
287,2870,209.47,-15.63,969.73,0.41,8.85
288,2880,199.71,1.46,977.05,0.41,8.8
289,2890,199.22,-18.55,963.38,0.41,8.82
290,2900,188.48,-16.6,976.07,0.42,8.59
291,2910,200.68,-9.28,975.1,0.42,8.92
292,2920,200.68,-3.91,969.73,0.43,8.75
293,2930,196.29,-5.37,964.36,0.43,8.91
294,2940,188.96,-2.44,974.61,0.43,8.83
295,2950,206.05,-4.39,969.24,0.44,8.94
296,2960,206.05,-4.88,970.7,0.44,8.82
297,2970,220.21,-9.77,971.19,0.44,8.95
298,2980,208.98,-5.86,960.94,0.44,8.8
299,2990,201.17,-4.88,969.73,0.43,8.92
300,3000,206.54,-18.55,965.82,0.43,8.91
301,3010,211.91,-7.81,972.17,0.43,8.94
302,3020,196.78,-12.7,974.61,0.43,8.78
303,3030,201.17,-19.53,979.49,0.43,8.89
304,3040,207.03,-1.95,983.4,0.43,8.78
305,3050,197.27,-28.32,961.91,0.42,8.98
306,3060,200.2,-11.72,971.68,0.42,8.87
307,3070,187.5,-9.28,984.86,0.42,8.9
308,3080,201.66,-12.7,958.01,0.42,8.88
309,3090,198.73,-20.02,976.56,0.42,9.09
310,3100,191.89,-14.16,980.47,0.41,8.77
311,3110,198.73,-2.44,977.54,0.41,8.89
312,3120,198.73,-7.32,971.19,0.41,8.9
313,3130,188.96,-10.25,963.87,0.41,9.08
314,3140,190.92,-15.63,970.21,0.41,8.79
315,3150,203.61,-10.25,965.33,0.41,9.09
316,3160,205.57,-4.39,977.05,0.41,8.92
317,3170,209.47,-18.07,980.47,0.41,9.01
318,3180,218.26,-19.04,972.17,0.41,8.8
319,3190,202.64,-1.46,975.1,0.41,8.93
320,3200,206.54,-12.21,967.29,0.41,8.84
321,3210,206.54,-8.3,974.12,0.41,9.04
322,3220,205.57,-7.32,977.05,0.41,8.89
323,3230,200.68,0.49,963.87,0.41,8.99
324,3240,202.15,-5.86,972.66,0.41,8.89
325,3250,184.57,-11.72,979,0.41,9.1
326,3260,207.52,-8.3,967.29,0.41,8.89
327,3270,204.59,-24.9,969.73,0.41,9.08
328,3280,197.27,-0.98,958.01,0.41,8.86
329,3290,202.15,-18.07,969.24,0.41,8.98
330,3300,204.59,-8.79,979.98,0.41,8.84
331,3310,211.91,-17.58,978.03,0.41,9.08
332,3320,203.12,-15.14,974.12,0.41,8.83
333,3330,217.29,-15.14,970.21,0.41,9.12
334,3340,197.75,-22.46,969.73,0.41,8.87
335,3350,207.03,-9.28,973.14,0.41,9.11
336,3360,194.34,-11.72,973.14,0.41,9.05
337,3370,212.4,-2.93,968.26,0.41,9.14
338,3380,207.52,-12.7,979,0.41,8.98
339,3390,195.31,-16.11,969.73,0.41,9.08
340,3400,195.8,-13.18,982.42,0.41,8.84
341,3410,196.29,-17.09,962.89,0.41,9.01
342,3420,204.1,-13.18,976.07,0.42,8.92
343,3430,194.34,-8.3,979.49,0.43,9.14
344,3440,201.17,-6.84,970.7,0.44,8.87
345,3450,206.54,-7.32,973.14,0.45,9.11
346,3460,204.1,-23.44,966.31,0.47,8.94
347,3470,207.52,-3.42,967.29,0.48,9.1
348,3480,197.75,-2.44,968.26,0.5,8.78
349,3490,187.01,-5.37,971.19,0.52,9.12
350,3500,207.03,-13.18,980.96,0.53,8.95
351,3510,212.4,-2.93,964.84,0.54,9.12
352,3520,203.12,-10.25,959.47,0.54,9.01
353,3530,210.45,-26.37,979.49,0.55,9.06
354,3540,203.12,-6.35,969.73,0.55,8.84
355,3550,193.85,-15.14,974.61,0.54,8.98
356,3560,189.94,-15.14,978.52,0.54,8.94
357,3570,192.38,-6.35,971.19,0.53,9.11
358,3580,201.17,-8.3,979,0.52,8.91
359,3590,206.54,-19.04,972.66,0.5,8.95
360,3600,188.96,-7.81,968.26,0.48,8.95
361,3610,190.43,-23.44,971.68,0.48,9.05
362,3620,198.73,-13.18,970.21,0.46,9.02
363,3630,204.1,-17.58,963.38,0.45,8.98
364,3640,212.89,-23.93,963.38,0.44,9
365,3650,205.08,-13.18,977.05,0.43,9.02
366,3660,210.94,2.93,977.05,0.43,8.83
367,3670,208.98,-9.28,981.45,0.42,9.09
368,3680,216.8,-12.21,968.75,0.42,8.89
369,3690,202.64,-4.88,968.75,0.41,9.11
370,3700,202.15,-12.21,973.14,0.41,8.95
371,3710,209.96,-0.98,972.17,0.41,9.08
372,3720,184.08,-13.67,968.26,0.4,8.92
373,3730,199.22,-17.58,984.37,0.41,9.16
374,3740,194.82,-15.63,964.36,0.4,8.89
375,3750,208.01,-27.34,963.38,0.41,9.11
376,3760,208.01,-3.42,986.33,0.41,8.9
377,3770,199.71,0.49,973.14,0.41,9.08
378,3780,195.31,-11.72,970.7,0.42,8.89
379,3790,190.43,-16.6,979,0.42,9.06
380,3800,211.43,-8.3,985.84,0.42,8.89
381,3810,208.98,-9.77,973.14,0.43,9.17
382,3820,197.75,-15.14,968.75,0.43,9.02
383,3830,210.94,-13.67,968.26,0.43,9.08
384,3840,206.54,-25.88,973.63,0.43,8.95
385,3850,200.2,-6.84,969.24,0.43,9.15
386,3860,193.85,-16.6,966.8,0.43,9
387,3870,203.61,-10.25,973.14,0.43,8.97
388,3880,198.24,-4.88,976.07,0.43,8.98
389,3890,190.43,-4.39,973.14,0.43,9.06
390,3900,196.78,1.46,975.59,0.43,9.03
391,3910,195.31,5.86,977.05,0.43,8.9
392,3920,201.66,-4.39,960.94,0.42,8.97
393,3930,199.71,-15.14,975.1,0.42,9.1
394,3940,195.31,-7.81,960.45,0.42,8.97
395,3950,187.99,-8.3,966.8,0.42,9.09
396,3960,203.61,-16.6,979.98,0.41,8.97
397,3970,198.73,-12.7,970.21,0.41,9
398,3980,216.8,-5.86,981.45,0.41,8.93
399,3990,203.12,-17.58,979,0.41,8.95
400,4000,202.15,-7.81,981.93,0.41,9.01
401,4010,198.73,-5.86,971.68,0.41,8.99
402,4020,199.22,-13.18,966.8,0.41,8.98
403,4030,198.73,-15.63,970.21,0.41,9.19
404,4040,205.57,-10.74,972.66,0.41,8.89
405,4050,202.64,-18.55,973.14,0.41,9.09
406,4060,192.87,-14.65,968.75,0.41,9.06
407,4070,209.47,-18.55,971.19,0.41,9.36
408,4080,202.64,-8.3,977.54,0.41,9.01
409,4090,197.27,-16.11,963.38,0.41,9.1
410,4100,193.85,1.46,988.77,0.41,8.98
411,4110,204.59,-17.58,966.8,0.41,9.11
412,4120,190.92,-10.25,976.07,0.41,8.91
413,4130,207.52,-13.18,972.66,0.41,9.09
414,4140,205.08,-11.23,975.1,0.41,8.85
415,4150,201.17,-12.21,974.12,0.41,9.11
416,4160,192.87,-1.46,965.33,0.42,8.89
417,4170,205.57,-6.84,967.77,0.42,9.19
418,4180,198.24,1.46,964.36,0.41,8.9
419,4190,209.96,-3.42,979.98,0.41,9.1
420,4200,196.29,-8.3,970.7,0.42,9.05
421,4210,196.29,-3.91,971.19,0.41,8.99
422,4220,187.5,-12.21,979.49,0.42,8.89
423,4230,199.22,-20.02,977.05,0.42,9.03
424,4240,197.75,-20.02,967.29,0.42,8.83
425,4250,204.59,-13.18,980.96,0.42,9.08
426,4260,206.54,-21.48,965.82,0.43,8.87
427,4270,191.41,-22.95,976.56,0.43,9.1
428,4280,206.54,-14.65,980.96,0.44,8.92
429,4290,203.12,-9.28,977.05,0.45,9.1
430,4300,206.05,-3.42,975.1,0.46,8.9
431,4310,195.31,-16.6,963.38,0.48,8.98
432,4320,207.52,-8.79,974.12,0.49,8.89
433,4330,202.15,-9.77,979.49,0.5,9.02
434,4340,200.2,-18.55,970.21,0.51,9.05
435,4350,190.92,-19.53,980.96,0.52,8.97
436,4360,215.82,-19.53,967.77,0.53,8.91
437,4370,213.87,-13.67,962.4,0.53,9.08
438,4380,219.73,-11.23,974.12,0.53,8.9
439,4390,197.75,-10.74,977.05,0.52,9.08
440,4400,196.29,-14.65,966.8,0.52,8.95
441,4410,198.73,-8.79,970.7,0.51,9.02
442,4420,200.2,-9.28,963.38,0.5,9.01
443,4430,209.96,-21.97,966.31,0.49,9.08
444,4440,212.4,-25.39,969.24,0.48,8.88
445,4450,208.98,2.93,972.17,0.47,9.27
446,4460,206.05,-3.91,965.33,0.46,8.98
447,4470,215.33,-15.14,965.82,0.44,9.05
448,4480,206.54,-4.39,979,0.43,8.98
449,4490,205.57,-17.58,980.47,0.43,8.98
450,4500,218.75,-9.28,960.45,0.42,8.91
451,4510,198.24,-13.67,970.21,0.41,9.11
452,4520,204.59,-11.72,973.14,0.41,8.87
453,4530,207.52,-14.65,976.56,0.4,9.11
454,4540,196.29,-12.21,971.68,0.4,8.86
455,4550,208.5,-6.35,969.73,0.4,9.08
456,4560,190.43,-4.88,977.05,0.4,8.95
457,4570,203.61,-13.67,982.42,0.4,9.14
458,4580,191.89,-9.28,978.52,0.4,8.91
459,4590,194.34,-3.42,978.52,0.4,9.14
460,4600,194.82,-13.18,982.91,0.4,8.83
461,4610,188.96,-14.16,978.52,0.41,9.07
462,4620,190.43,-18.55,967.77,0.41,8.83
463,4630,203.61,-12.7,973.63,0.41,9.08
464,4640,213.38,-12.21,974.61,0.42,8.89
465,4650,208.01,-4.88,979,0.42,9.08
466,4660,214.84,-13.18,973.63,0.42,8.84
467,4670,211.91,-14.65,981.93,0.42,9.12
468,4680,208.98,-9.77,967.29,0.42,8.97
469,4690,201.66,-9.28,972.17,0.42,9.08
470,4700,203.12,0.49,972.17,0.42,8.94
471,4710,202.64,-12.7,966.8,0.42,9.11
472,4720,196.29,-13.67,971.19,0.42,8.89
473,4730,203.61,-12.7,981.93,0.42,9.01
474,4740,199.71,-25.88,963.87,0.42,8.84
475,4750,193.36,8.79,980.96,0.42,8.94
476,4760,195.31,-17.58,980.96,0.42,8.77
477,4770,206.54,-8.79,967.29,0.41,9.08
478,4780,196.78,-14.65,969.73,0.41,8.97
479,4790,196.29,-21.97,966.8,0.41,9.06
480,4800,203.12,1.46,976.07,0.41,8.92
481,4810,200.68,-9.28,975.59,0.41,8.98
482,4820,200.2,-8.3,972.17,0.41,8.95
483,4830,209.96,-9.28,975.1,0.41,8.97
484,4840,207.52,-21.97,985.84,0.41,8.92
485,4850,209.96,-19.04,973.14,0.41,9.06
486,4860,213.87,-19.04,973.63,0.41,8.89
487,4870,207.03,-10.74,962.89,0.41,9.06
488,4880,202.64,-3.42,975.1,0.41,8.94
489,4890,195.8,-21.97,975.1,0.42,9.08
490,4900,194.82,-15.14,972.66,0.41,8.87
491,4910,200.2,-14.16,968.75,0.42,8.98
492,4920,210.94,-12.7,985.35,0.41,8.87
493,4930,202.15,-5.86,979.98,0.41,9.08
494,4940,200.2,-4.88,980.96,0.41,8.97
495,4950,191.89,-14.65,970.7,0.41,9.06
496,4960,202.15,-19.53,977.54,0.41,8.83
497,4970,192.38,-8.3,977.54,0.41,8.95
498,4980,194.34,0,965.33,0.42,8.89
499,4990,200.68,-8.79,971.68,0.41,8.94
500,5000,204.59,-3.91,973.14,0.41,8.89
501,5010,206.05,-21.48,985.35,0.41,9.01
502,5020,194.82,-8.79,985.84,0.41,8.94
503,5030,197.27,-18.55,975.1,0.41,9.04
504,5040,209.96,-11.72,976.07,0.41,8.92
505,5050,187.99,-16.11,969.73,0.41,9.1
506,5060,195.31,-5.37,985.35,0.41,8.92
507,5070,208.5,-17.09,968.26,0.41,9.08
508,5080,199.71,5.37,971.19,0.41,8.92
509,5090,208.5,-9.77,973.63,0.41,9.03
510,5100,209.96,-9.28,968.26,0.41,8.82
511,5110,205.57,-10.74,975.1,0.41,9.06
512,5120,192.87,-14.16,973.14,0.41,8.88
513,5130,197.27,0.49,974.12,0.41,9.03
514,5140,211.91,-8.3,964.84,0.41,8.88
515,5150,198.24,-13.18,968.26,0.41,8.95
516,5160,186.04,-2.93,960.94,0.41,8.87
517,5170,207.52,-13.18,971.19,0.42,9.05
518,5180,196.78,-20.51,971.68,0.42,8.84
519,5190,197.75,-6.35,972.66,0.43,9.09
520,5200,195.8,-6.35,971.19,0.44,8.89
521,5210,211.43,-18.55,972.17,0.45,9.01
522,5220,198.73,-10.25,964.36,0.46,8.87
523,5230,195.31,-17.58,972.66,0.48,9
524,5240,195.31,-6.84,979.49,0.49,8.83
525,5250,195.8,-7.81,968.75,0.5,9.01
526,5260,200.68,-14.65,967.29,0.51,8.98
527,5270,205.08,-27.83,959.96,0.52,8.95
528,5280,200.2,-8.79,974.12,0.52,8.81
529,5290,208.5,-8.3,981.45,0.52,9.01
530,5300,206.05,-26.86,970.21,0.52,8.93
531,5310,196.29,-9.77,958.5,0.51,9.08
532,5320,207.03,-15.63,971.19,0.51,8.98
533,5330,193.85,-3.91,980.47,0.5,9.08
534,5340,208.01,-17.58,974.61,0.49,8.92
535,5350,202.64,-12.21,969.24,0.48,9.04
536,5360,194.82,-16.11,978.03,0.47,8.91
537,5370,205.57,-8.3,969.24,0.46,9.08
538,5380,209.47,-7.32,967.29,0.45,8.89
539,5390,193.85,-14.16,970.7,0.44,8.89
540,5400,199.22,-11.72,969.73,0.43,9.01
541,5410,200.68,-10.25,975.1,0.43,9.05
